Instelling;fgrfunctie;fte_count;year;quarter;salaryscale
Volksgezondheid, Welzijn en Sport;Forensisch Therapeutisch Werke;0;2018;3;9
Volksgezondheid, Welzijn en Sport;Geestelijk Verzorger;0;2018;3;12
Volksgezondheid, Welzijn en Sport;Inrichtingswerker;0;2018;3;6
Volksgezondheid, Welzijn en Sport;Inrichtingswerker;0;2018;3;7
Volksgezondheid, Welzijn en Sport;Inspecteur/Medewerker Toezicht;0;2018;3;8
Volksgezondheid, Welzijn en Sport;Inspecteur/Medewerker Toezicht;0;2018;3;9
Volksgezondheid, Welzijn en Sport;Inspecteur/Medewerker Toezicht;111.78;2018;3;10
Volksgezondheid, Welzijn en Sport;Inspecteur/Medewerker Toezicht;4;2018;3;11
Volksgezondheid, Welzijn en Sport;Managementondersteuner;8.483;2018;3;5
Volksgezondheid, Welzijn en Sport;Managementondersteuner;91.766;2018;3;6
Volksgezondheid, Welzijn en Sport;Managementondersteuner;55.053;2018;3;7
Volksgezondheid, Welzijn en Sport;Managementondersteuner;18.286;2018;3;8
Volksgezondheid, Welzijn en Sport;Managementondersteuner;6;2018;3;9
Volksgezondheid, Welzijn en Sport;Managementondersteuner;2.75;2018;3;10
Volksgezondheid, Welzijn en Sport;Medewerker Administratie;3.139;2018;3;4
Volksgezondheid, Welzijn en Sport;Medewerker Administratie;2.973;2018;3;5
Volksgezondheid, Welzijn en Sport;Medewerker Administratie;30.391;2018;3;6
Volksgezondheid, Welzijn en Sport;Medewerker Administratie;44.597;2018;3;7
Volksgezondheid, Welzijn en Sport;Medewerker Administratie;20.961;2018;3;8
Volksgezondheid, Welzijn en Sport;Medewerker Advisering;6.639;2018;3;8
Volksgezondheid, Welzijn en Sport;Medewerker Advisering;11.315;2018;3;9
Volksgezondheid, Welzijn en Sport;Medewerker Advisering;40.467;2018;3;10
Volksgezondheid, Welzijn en Sport;Medewerker Advisering;4.044;2018;3;11
Volksgezondheid, Welzijn en Sport;Medewerker Communicatie;0;2018;3;5
Volksgezondheid, Welzijn en Sport;Medewerker Communicatie;0;2018;3;6
Volksgezondheid, Welzijn en Sport;Medewerker Communicatie;2.556;2018;3;7
Volksgezondheid, Welzijn en Sport;Medewerker Communicatie;5.351;2018;3;8
Volksgezondheid, Welzijn en Sport;Medewerker Educatie en Vorming;0;2018;3;7
Volksgezondheid, Welzijn en Sport;Medewerker Educatie en Vorming;0;2018;3;8
Volksgezondheid, Welzijn en Sport;Medewerker Vervoer;2;2018;3;4
Volksgezondheid, Welzijn en Sport;Medewerker Vervoer;0;2018;3;6
Volksgezondheid, Welzijn en Sport;Medicus/Gedragswetenschapper;0;2018;3;10
Volksgezondheid, Welzijn en Sport;Medicus/Gedragswetenschapper;0;2018;3;12
Volksgezondheid, Welzijn en Sport;Middenmanager;0;2018;3;12
Volksgezondheid, Welzijn en Sport;Middenmanager;40.467;2018;3;13
Volksgezondheid, Welzijn en Sport;Middenmanager;80.785;2018;3;14
Volksgezondheid, Welzijn en Sport;Middenmanager;87.519;2018;3;15
Volksgezondheid, Welzijn en Sport;Middenmanager;14.062;2018;3;16
Volksgezondheid, Welzijn en Sport;Onderzoeksmedewerker;141.607;2018;3;8
Volksgezondheid, Welzijn en Sport;Onderzoeksmedewerker;69.739;2018;3;9
Volksgezondheid, Welzijn en Sport;Onderzoeksmedewerker;30.011;2018;3;10
Volksgezondheid, Welzijn en Sport;Onderzoeksmedewerker;4.667;2018;3;11
Volksgezondheid, Welzijn en Sport;Onderzoeksondersteuner;0;2018;3;4
Volksgezondheid, Welzijn en Sport;Onderzoeksondersteuner;2.938;2018;3;5
Volksgezondheid, Welzijn en Sport;Onderzoeksondersteuner;13.389;2018;3;6
Volksgezondheid, Welzijn en Sport;Onderzoeksondersteuner;21.245;2018;3;7
Volksgezondheid, Welzijn en Sport;Onderzoeksondersteuner;19.989;2018;3;8
Volksgezondheid, Welzijn en Sport;Operationeel Manager;1;2018;3;8
Volksgezondheid, Welzijn en Sport;Operationeel Manager;1;2018;3;9
Volksgezondheid, Welzijn en Sport;Operationeel Manager;7.333;2018;3;10
Volksgezondheid, Welzijn en Sport;Operationeel Manager;1.85;2018;3;11
Volksgezondheid, Welzijn en Sport;Operationeel Manager;2.833;2018;3;12
Volksgezondheid, Welzijn en Sport;Project-/Programmadirecteur;0;2018;3;15
Volksgezondheid, Welzijn en Sport;Project-/Programmadirecteur;8.167;2018;3;16
Volksgezondheid, Welzijn en Sport;Project-/Programmadirecteur;2.822;2018;3;17
Volksgezondheid, Welzijn en Sport;Project-/Programmamanager;4.522;2018;3;12
Volksgezondheid, Welzijn en Sport;Project-/Programmamanager;10.944;2018;3;13
Volksgezondheid, Welzijn en Sport;Project-/Programmamanager;17.205;2018;3;14
Volksgezondheid, Welzijn en Sport;Project-/Programmamanager;15.973;2018;3;15
Volksgezondheid, Welzijn en Sport;Projectleider;4.666;2018;3;11
Volksgezondheid, Welzijn en Sport;Projectleider;9.411;2018;3;12
Volksgezondheid, Welzijn en Sport;Projectleider;6.833;2018;3;13
Volksgezondheid, Welzijn en Sport;Senior Adviseur Bedrijfsvoerin;53.603;2018;3;11
Volksgezondheid, Welzijn en Sport;Senior Adviseur Bedrijfsvoerin;128.274;2018;3;12
Volksgezondheid, Welzijn en Sport;Senior Adviseur Bedrijfsvoerin;45.383;2018;3;13
Volksgezondheid, Welzijn en Sport;Senior Inspecteur;0;2018;3;11
Volksgezondheid, Welzijn en Sport;Senior Inspecteur;130.171;2018;3;12
Volksgezondheid, Welzijn en Sport;Senior Inspecteur;1.556;2018;3;13
Volksgezondheid, Welzijn en Sport;Strategisch Adviseur;1;2018;3;15
Volksgezondheid, Welzijn en Sport;Strategisch Adviseur;0;2018;3;16
Volksgezondheid, Welzijn en Sport;Strategisch Inspecteur;0;2018;3;15
Volksgezondheid, Welzijn en Sport;Topmanager;3;2018;3;15
Volksgezondheid, Welzijn en Sport;Topmanager;5.945;2018;3;16
Volksgezondheid, Welzijn en Sport;Topmanager;29.223;2018;3;17
Volksgezondheid, Welzijn en Sport;Topmanager;2.317;2018;3;18
Volksgezondheid, Welzijn en Sport;Trainer;0;2018;3;10
Volksgezondheid, Welzijn en Sport;Wetenschappelijk Medewerker;89.393;2018;3;10
Volksgezondheid, Welzijn en Sport;Wetenschappelijk Medewerker;259.882;2018;3;11
Volksgezondheid, Welzijn en Sport;Wetenschappelijk Medewerker;286.329;2018;3;12
Volksgezondheid, Welzijn en Sport;Wetenschappelijk Medewerker;33.02;2018;3;13
Volksgezondheid, Welzijn en Sport;Zorgprofessional;0.722;2018;3;8
Volksgezondheid, Welzijn en Sport;Zorgprofessional;0;2018;3;9
Economische Zaken en Klimaat;(Senior) Adviseur;150.119;2018;3;11
Economische Zaken en Klimaat;(Senior) Adviseur;176.412;2018;3;12
Economische Zaken en Klimaat;(Senior) Adviseur;48.802;2018;3;13
Economische Zaken en Klimaat;(Senior) Beleidsmedewerker;232.88;2018;3;11
Economische Zaken en Klimaat;(Senior) Beleidsmedewerker;333.799;2018;3;12
Economische Zaken en Klimaat;(Senior) Beleidsmedewerker;158.563;2018;3;13
Economische Zaken en Klimaat;Adviseur Bedrijfsvoering;56.959;2018;3;8
Economische Zaken en Klimaat;Adviseur Bedrijfsvoering;209.541;2018;3;9
Economische Zaken en Klimaat;Adviseur Bedrijfsvoering;342.218;2018;3;10
Economische Zaken en Klimaat;Adviseur Bedrijfsvoering;227.156;2018;3;11
Economische Zaken en Klimaat;Beleidsondersteuner;7.089;2018;3;8
Economische Zaken en Klimaat;Beleidsondersteuner;20.984;2018;3;9
Economische Zaken en Klimaat;Beleidsondersteuner;20.606;2018;3;10
Economische Zaken en Klimaat;Beleidsondersteuner;1;2018;3;11
Economische Zaken en Klimaat;Commissiesecretaris;0.889;2018;3;9
Economische Zaken en Klimaat;Commissiesecretaris;1;2018;3;12
Economische Zaken en Klimaat;Commissiesecretaris;1.833;2018;3;13
Economische Zaken en Klimaat;Co�rdinerend Beleidsmedewerker;97.087;2018;3;13
Economische Zaken en Klimaat;Co�rdinerend Beleidsmedewerker;74.644;2018;3;14
Economische Zaken en Klimaat;Co�rdinerend Beleidsmedewerker;8.898;2018;3;15
Economische Zaken en Klimaat;Deelprojectleider;0;2018;3;10
Economische Zaken en Klimaat;Expert Informatievoorziening;2;2018;3;13
Economische Zaken en Klimaat;Inspecteur/Medewerker Toezicht;49.418;2018;3;8
Economische Zaken en Klimaat;Inspecteur/Medewerker Toezicht;609.358;2018;3;9
Economische Zaken en Klimaat;Inspecteur/Medewerker Toezicht;239.316;2018;3;10
Economische Zaken en Klimaat;Inspecteur/Medewerker Toezicht;25.744;2018;3;11
Economische Zaken en Klimaat;Managementondersteuner;6.36;2018;3;5
Economische Zaken en Klimaat;Managementondersteuner;159.735;2018;3;6
Economische Zaken en Klimaat;Managementondersteuner;90.744;2018;3;7
Economische Zaken en Klimaat;Managementondersteuner;16.111;2018;3;8
Economische Zaken en Klimaat;Managementondersteuner;7.948;2018;3;9
Economische Zaken en Klimaat;Managementondersteuner;2.833;2018;3;10
Economische Zaken en Klimaat;Medewerker Administratie;2.445;2018;3;5
Economische Zaken en Klimaat;Medewerker Administratie;23.778;2018;3;6
Economische Zaken en Klimaat;Medewerker Administratie;51.117;2018;3;7
Economische Zaken en Klimaat;Medewerker Administratie;79.74;2018;3;8
Economische Zaken en Klimaat;Medewerker Advisering;3.222;2018;3;8
Economische Zaken en Klimaat;Medewerker Advisering;18.339;2018;3;9
Economische Zaken en Klimaat;Medewerker Advisering;60.925;2018;3;10
Economische Zaken en Klimaat;Medewerker Advisering;32.006;2018;3;11
Economische Zaken en Klimaat;Medewerker Communicatie;0.083;2018;3;6
Economische Zaken en Klimaat;Medewerker Communicatie;0.778;2018;3;8
Economische Zaken en Klimaat;Medewerker Vervoer;5;2018;3;4
Economische Zaken en Klimaat;Middenmanager;0;2018;3;12
Economische Zaken en Klimaat;Middenmanager;0;2018;3;13
Economische Zaken en Klimaat;Middenmanager;0;2018;3;14
Economische Zaken en Klimaat;Middenmanager;1;2018;3;15
Economische Zaken en Klimaat;Middenmanager;0;2018;3;16
Economische Zaken en Klimaat;Onderzoeksmedewerker;40.742;2018;3;8
Economische Zaken en Klimaat;Onderzoeksmedewerker;29.065;2018;3;10
Economische Zaken en Klimaat;Onderzoeksmedewerker;4.072;2018;3;11
Economische Zaken en Klimaat;Onderzoeksondersteuner;8;2018;3;4
Economische Zaken en Klimaat;Onderzoeksondersteuner;77.793;2018;3;6
Economische Zaken en Klimaat;Onderzoeksondersteuner;1;2018;3;7
Economische Zaken en Klimaat;Onderzoeksondersteuner;18.999;2018;3;8
Economische Zaken en Klimaat;Operationeel Manager;0;2018;3;11
Economische Zaken en Klimaat;Operationeel Manager;0;2018;3;12
Economische Zaken en Klimaat;Operationeel Manager;0;2018;3;13
Economische Zaken en Klimaat;Project-/Programmadirecteur;0;2018;3;15
Economische Zaken en Klimaat;Project-/Programmadirecteur;0;2018;3;16
Economische Zaken en Klimaat;Project-/Programmadirecteur;0;2018;3;17
Economische Zaken en Klimaat;Project-/Programmamanager;0;2018;3;12
Economische Zaken en Klimaat;Project-/Programmamanager;0;2018;3;13
Economische Zaken en Klimaat;Project-/Programmamanager;0;2018;3;14
Economische Zaken en Klimaat;Project-/Programmamanager;0;2018;3;15
Economische Zaken en Klimaat;Projectleider;0;2018;3;11
Economische Zaken en Klimaat;Projectleider;0;2018;3;12
Economische Zaken en Klimaat;Projectleider;0;2018;3;13
Economische Zaken en Klimaat;Senior Adviseur Bedrijfsvoerin;177.552;2018;3;11
Economische Zaken en Klimaat;Senior Adviseur Bedrijfsvoerin;300.28;2018;3;12
Economische Zaken en Klimaat;Senior Adviseur Bedrijfsvoerin;99.128;2018;3;13
Economische Zaken en Klimaat;Senior Inspecteur;426.876;2018;3;11
Economische Zaken en Klimaat;Senior Inspecteur;276.444;2018;3;12
Economische Zaken en Klimaat;Senior Inspecteur;73.981;2018;3;13
Economische Zaken en Klimaat;Strategisch Adviseur;5;2018;3;15
Economische Zaken en Klimaat;Strategisch Adviseur;2.895;2018;3;16
Economische Zaken en Klimaat;Strategisch Beleidsmedewerker;1;2018;3;15
Economische Zaken en Klimaat;Strategisch Inspecteur;3;2018;3;16
Economische Zaken en Klimaat;Topmanager;0;2018;3;15
Economische Zaken en Klimaat;Topmanager;0;2018;3;16
Economische Zaken en Klimaat;Topmanager;1;2018;3;17
Economische Zaken en Klimaat;Topmanager;1;2018;3;18
Economische Zaken en Klimaat;Wetenschappelijk Medewerker;16.889;2018;3;10
Economische Zaken en Klimaat;Wetenschappelijk Medewerker;23.636;2018;3;11
Economische Zaken en Klimaat;Wetenschappelijk Medewerker;47.503;2018;3;12
Economische Zaken en Klimaat;Wetenschappelijk Medewerker;13.789;2018;3;13
Infrastructuur en Waterstaat;(Inrichtings)beveiliger;0;2018;3;5
Infrastructuur en Waterstaat;(Senior) Adviseur;1340.774;2018;3;11
Infrastructuur en Waterstaat;(Senior) Adviseur;1261.613;2018;3;12
Infrastructuur en Waterstaat;(Senior) Adviseur;518.741;2018;3;13
Infrastructuur en Waterstaat;(Senior) Beleidsmedewerker;109.264;2018;3;11
Infrastructuur en Waterstaat;(Senior) Beleidsmedewerker;224.432;2018;3;12
Infrastructuur en Waterstaat;(Senior) Beleidsmedewerker;130.803;2018;3;13
Infrastructuur en Waterstaat;Adviseur Bedrijfsvoering;55.039;2018;3;8
Infrastructuur en Waterstaat;Adviseur Bedrijfsvoering;184.282;2018;3;9
Infrastructuur en Waterstaat;Adviseur Bedrijfsvoering;179.17;2018;3;10
Infrastructuur en Waterstaat;Adviseur Bedrijfsvoering;258.821;2018;3;11
Infrastructuur en Waterstaat;Beleidsondersteuner;3.611;2018;3;8
Infrastructuur en Waterstaat;Beleidsondersteuner;15.828;2018;3;9
Infrastructuur en Waterstaat;Beleidsondersteuner;30.61;2018;3;10
Infrastructuur en Waterstaat;Commissiesecretaris;1;2018;3;12
Infrastructuur en Waterstaat;Co�rdinerend Beleidsmedewerker;86.026;2018;3;13
Infrastructuur en Waterstaat;Co�rdinerend Beleidsmedewerker;103.964;2018;3;14
Infrastructuur en Waterstaat;Co�rdinerend Beleidsmedewerker;5;2018;3;15
Infrastructuur en Waterstaat;Deelprojectleider;1;2018;3;10
Infrastructuur en Waterstaat;Deelprojectleider;1;2018;3;11
Infrastructuur en Waterstaat;Inspecteur/Medewerker Toezicht;17.456;2018;3;8
Infrastructuur en Waterstaat;Inspecteur/Medewerker Toezicht;84.829;2018;3;9
Infrastructuur en Waterstaat;Inspecteur/Medewerker Toezicht;187.317;2018;3;10
Infrastructuur en Waterstaat;Inspecteur/Medewerker Toezicht;63.501;2018;3;11
Infrastructuur en Waterstaat;Managementondersteuner;3.333;2018;3;5
Infrastructuur en Waterstaat;Managementondersteuner;211.152;2018;3;6
Infrastructuur en Waterstaat;Managementondersteuner;133.119;2018;3;7
Infrastructuur en Waterstaat;Managementondersteuner;23.012;2018;3;8
Infrastructuur en Waterstaat;Managementondersteuner;6.639;2018;3;9
Infrastructuur en Waterstaat;Managementondersteuner;1;2018;3;10
Infrastructuur en Waterstaat;Medewerker Administratie;13.249;2018;3;4
Infrastructuur en Waterstaat;Medewerker Administratie;22.587;2018;3;5
Infrastructuur en Waterstaat;Medewerker Administratie;20.493;2018;3;6
Infrastructuur en Waterstaat;Medewerker Administratie;71.346;2018;3;7
Infrastructuur en Waterstaat;Medewerker Administratie;67.192;2018;3;8
Infrastructuur en Waterstaat;Medewerker Advisering;212.084;2018;3;8
Infrastructuur en Waterstaat;Medewerker Advisering;412.757;2018;3;9
Infrastructuur en Waterstaat;Medewerker Advisering;815.745;2018;3;10
Infrastructuur en Waterstaat;Medewerker Advisering;56.527;2018;3;11
Infrastructuur en Waterstaat;Medewerker Communicatie;0.889;2018;3;6
Infrastructuur en Waterstaat;Medewerker Communicatie;4.557;2018;3;7
Infrastructuur en Waterstaat;Medewerker Communicatie;0;2018;3;8
Infrastructuur en Waterstaat;Medewerker Vervoer;1;2018;3;4
Infrastructuur en Waterstaat;Medewerker Vervoer;1;2018;3;5
Infrastructuur en Waterstaat;Medewerker Vervoer;3.111;2018;3;7
Infrastructuur en Waterstaat;Medewerker Vervoer;5.333;2018;3;8
Infrastructuur en Waterstaat;Medewerker Vervoer;22.333;2018;3;9
Infrastructuur en Waterstaat;Medewerker Vervoer;4.222;2018;3;10
Infrastructuur en Waterstaat;Middenmanager;11.889;2018;3;12
Infrastructuur en Waterstaat;Middenmanager;150.449;2018;3;13
Infrastructuur en Waterstaat;Middenmanager;127.539;2018;3;14
Infrastructuur en Waterstaat;Middenmanager;80.858;2018;3;15
Infrastructuur en Waterstaat;Onderzoeksmedewerker;0;2018;3;8
Infrastructuur en Waterstaat;Onderzoeksmedewerker;8.423;2018;3;9
Infrastructuur en Waterstaat;Onderzoeksmedewerker;7.833;2018;3;10
Infrastructuur en Waterstaat;Onderzoeksmedewerker;12.728;2018;3;11
Infrastructuur en Waterstaat;Onderzoeksondersteuner;6;2018;3;6
Infrastructuur en Waterstaat;Onderzoeksondersteuner;7.5;2018;3;7
Infrastructuur en Waterstaat;Operationeel Manager;6.556;2018;3;9
Infrastructuur en Waterstaat;Operationeel Manager;69.185;2018;3;11
Infrastructuur en Waterstaat;Operationeel Manager;9.972;2018;3;12
Infrastructuur en Waterstaat;Operationeel Manager;1.689;2018;3;13
Infrastructuur en Waterstaat;Project-/Programmadirecteur;0;2018;3;15
Infrastructuur en Waterstaat;Project-/Programmadirecteur;4.948;2018;3;16
Infrastructuur en Waterstaat;Project-/Programmadirecteur;0.5;2018;3;17
Infrastructuur en Waterstaat;Project-/Programmamanager;0;2018;3;12
Infrastructuur en Waterstaat;Project-/Programmamanager;8.411;2018;3;13
Infrastructuur en Waterstaat;Project-/Programmamanager;20.805;2018;3;14
Infrastructuur en Waterstaat;Project-/Programmamanager;5;2018;3;15
Infrastructuur en Waterstaat;Projectleider;3;2018;3;11
Infrastructuur en Waterstaat;Projectleider;5.806;2018;3;12
Infrastructuur en Waterstaat;Projectleider;3.889;2018;3;13
Infrastructuur en Waterstaat;Senior Adviseur Bedrijfsvoerin;39.761;2018;3;11
Infrastructuur en Waterstaat;Senior Adviseur Bedrijfsvoerin;291.288;2018;3;12
Infrastructuur en Waterstaat;Senior Adviseur Bedrijfsvoerin;99.944;2018;3;13
Infrastructuur en Waterstaat;Senior Inspecteur;105.286;2018;3;11
Infrastructuur en Waterstaat;Senior Inspecteur;188.952;2018;3;12
Infrastructuur en Waterstaat;Senior Inspecteur;25.834;2018;3;13
Infrastructuur en Waterstaat;Strategisch Adviseur;13.678;2018;3;15
Infrastructuur en Waterstaat;Strategisch Adviseur;5.764;2018;3;16
Infrastructuur en Waterstaat;Strategisch Beleidsmedewerker;0.167;2018;3;15
Infrastructuur en Waterstaat;Topmanager;21.48;2018;3;15
Infrastructuur en Waterstaat;Topmanager;54.141;2018;3;16
Infrastructuur en Waterstaat;Topmanager;33.501;2018;3;17
Infrastructuur en Waterstaat;Topmanager;2.111;2018;3;18
Infrastructuur en Waterstaat;Topwetenschappelijk Medewerker;2;2018;3;15
Infrastructuur en Waterstaat;Trainer;2;2018;3;10
Infrastructuur en Waterstaat;Wetenschappelijk Medewerker;29.512;2018;3;10
Infrastructuur en Waterstaat;Wetenschappelijk Medewerker;109.115;2018;3;11
Infrastructuur en Waterstaat;Wetenschappelijk Medewerker;93.182;2018;3;12
Infrastructuur en Waterstaat;Wetenschappelijk Medewerker;11.897;2018;3;13
Justitie en Veiligheid;(Inrichtings)beveiliger;1736.615;2018;3;4
Justitie en Veiligheid;(Inrichtings)beveiliger;1617.539;2018;3;5
Justitie en Veiligheid;(Inrichtings)beveiliger;421.611;2018;3;6
Justitie en Veiligheid;(Inrichtings)beveiliger;78.167;2018;3;7
Justitie en Veiligheid;(Inrichtings)beveiliger;2;2018;3;8
Justitie en Veiligheid;(Senior) Adviseur;370.846;2018;3;11
Justitie en Veiligheid;(Senior) Adviseur;406.219;2018;3;12
Justitie en Veiligheid;(Senior) Adviseur;123.749;2018;3;13
Justitie en Veiligheid;(Senior) Beleidsmedewerker;150.725;2018;3;11
Justitie en Veiligheid;(Senior) Beleidsmedewerker;219.582;2018;3;12
Justitie en Veiligheid;(Senior) Beleidsmedewerker;66.186;2018;3;13
Justitie en Veiligheid;Adviseur Bedrijfsvoering;311.753;2018;3;8
Justitie en Veiligheid;Adviseur Bedrijfsvoering;491.995;2018;3;9
Justitie en Veiligheid;Adviseur Bedrijfsvoering;969.569;2018;3;10
Justitie en Veiligheid;Adviseur Bedrijfsvoering;465.639;2018;3;11
Justitie en Veiligheid;Beleidsondersteuner;7.278;2018;3;8
Justitie en Veiligheid;Beleidsondersteuner;16.602;2018;3;9
Justitie en Veiligheid;Beleidsondersteuner;20.833;2018;3;10
Justitie en Veiligheid;Beleidsondersteuner;1;2018;3;11
Justitie en Veiligheid;Commissiesecretaris;73.704;2018;3;8
Justitie en Veiligheid;Commissiesecretaris;200.659;2018;3;9
Justitie en Veiligheid;Commissiesecretaris;677.987;2018;3;10
Justitie en Veiligheid;Commissiesecretaris;107.447;2018;3;11
Justitie en Veiligheid;Commissiesecretaris;5.805;2018;3;12
Justitie en Veiligheid;Commissiesecretaris;0;2018;3;13
Justitie en Veiligheid;Co�rdinerend Beleidsmedewerker;92.048;2018;3;13
Justitie en Veiligheid;Co�rdinerend Beleidsmedewerker;78.8;2018;3;14
Justitie en Veiligheid;Co�rdinerend Beleidsmedewerker;6.842;2018;3;15
Justitie en Veiligheid;Deelprojectleider;3;2018;3;9
Justitie en Veiligheid;Deelprojectleider;4.056;2018;3;10
Justitie en Veiligheid;Deelprojectleider;13.111;2018;3;11
Justitie en Veiligheid;Expert Informatievoorziening;32.555;2018;3;11
Justitie en Veiligheid;Expert Informatievoorziening;23.056;2018;3;12
Justitie en Veiligheid;Expert Informatievoorziening;4;2018;3;13
Justitie en Veiligheid;Forensisch Therapeutisch Werke;697.249;2018;3;7
Justitie en Veiligheid;Forensisch Therapeutisch Werke;658.429;2018;3;8
Justitie en Veiligheid;Forensisch Therapeutisch Werke;88.253;2018;3;9
Justitie en Veiligheid;Geestelijk Verzorger;114.932;2018;3;12
Justitie en Veiligheid;Inrichtingswerker;1482.326;2018;3;6
Justitie en Veiligheid;Inrichtingswerker;1303.95;2018;3;7
Justitie en Veiligheid;Inspecteur/Medewerker Toezicht;11.721;2018;3;8
Justitie en Veiligheid;Inspecteur/Medewerker Toezicht;13.5;2018;3;9
Justitie en Veiligheid;Inspecteur/Medewerker Toezicht;17.361;2018;3;10
Justitie en Veiligheid;Inspecteur/Medewerker Toezicht;41.097;2018;3;11
Justitie en Veiligheid;Managementondersteuner;35.783;2018;3;5
Justitie en Veiligheid;Managementondersteuner;389.722;2018;3;6
Justitie en Veiligheid;Managementondersteuner;249.464;2018;3;7
Justitie en Veiligheid;Managementondersteuner;73.679;2018;3;8
Justitie en Veiligheid;Managementondersteuner;7.834;2018;3;9
Justitie en Veiligheid;Managementondersteuner;4.333;2018;3;10
Justitie en Veiligheid;Medewerker Administratie;9.138;2018;3;4
Justitie en Veiligheid;Medewerker Administratie;38.177;2018;3;5
Justitie en Veiligheid;Medewerker Administratie;414.401;2018;3;6
Justitie en Veiligheid;Medewerker Administratie;275.412;2018;3;7
